"date","time","group","subject","build","blocknum","trialnum","blockcode","trialcode","pretrialpause","posttrialpause","windowcenter","trialduration","trialtimeout","blocktimeout","response","correct","latency","inwindow","stimulusnumber1","stimulusitem1","stimulusvpos1","stimulushpos1","stimulusonset1","stimulusnumber2","stimulusitem2","stimulusvpos2","stimulushpos2","stimulusonset2"
"122216","23:15:53","292","292","4.0.9.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","3294","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","999","1","Press spacebar to finish","90","50","999"
"122216","23:05:07","293","293","4.0.9.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","1360","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","999","1","Press spacebar to finish","90","50","999"
"122216","22:01:21","291","291","4.0.9.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","19265","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","999","1","Press spacebar to finish","90","50","999"
"122216","22:00:17","290","290","4.0.9.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","4561","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","999","1","Press spacebar to finish","90","50","999"
"122216","21:59:30","282","282","4.0.9.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","29557","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","999","1","Press spacebar to finish","90","50","999"
"122316","03:59:03","288","288","4.0.9.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","42810","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","999","1","Press spacebar to finish","90","50","999"
"122216","21:59:01","287","287","4.0.9.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","4692","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","999","1","Press spacebar to finish","90","50","999"
"122216","19:56:28","283","283","4.0.9.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","24474","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","999","1","Press spacebar to finish","90","50","999"
"122216","22:57:26","281","281","4.0.9.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","12613","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","999","1","Press spacebar to finish","90","50","999"
"122316","03:56:23","284","284","4.0.9.0","1","1","debriefing","debriefing","0","0","0","0","0","0","57","0","20813","0","1","DEBRIEFING  If you're interested in the purpose of the study you can read here.  Otherwise, press SPACEBAR to finish.  Heisenburg's observer problem in physics refers to the idea that,  by measuring something we sometimes change the thing we are  interested in measuring. This also applies in many areas of  psychology. One of the reaction time tasks you completed (the  Implicit Association Test) is often used as a measure of implicit  racial bias. In this experiment, we are examining whether the act  of completing a race IAT serves to change the racial biases it  seeks to measure. This may have implications for the interpretation and use of these measures in the future.","15","10","999","1","Press spacebar to finish","90","50","999"
