"build","date","time","subject","blockcode","blocknum","trialcode","trialnum","stimulusitem1","response"
"4.0.10.0","032217","19:53:26","481","racism_scale","1","likert_scale","1","It is easy to understand the anger of black people in my country.","4"
"4.0.10.0","032217","19:53:26","481","racism_scale","1","likert_scale","2","Over the past few years blacks have gotten more economically than they deserve.","2"
"4.0.10.0","032217","19:53:26","481","racism_scale","1","likert_scale","3","Discrimination against black people is no longer a problem in my country.","3"
"4.0.10.0","032217","19:53:26","481","racism_scale","1","likert_scale","4","Black people should not push themselves where they’re not wanted.","3"
"4.0.10.0","032217","19:53:26","481","racism_scale","1","likert_scale","5","Over the past few years the government and news media have shown more respect to blacks than they deserve.","2"
"4.0.10.0","032217","19:53:26","481","racism_scale","1","likert_scale","6","I am against racial preferences in hiring and education.","5"
"4.0.10.0","032217","19:53:26","481","racism_scale","1","likert_scale","7","Black people are getting too demanding in their push for equal rights.","3"
"4.0.10.0","032217","23:50:27","480","racism_scale","1","likert_scale","1","Black people should not push themselves where they’re not wanted.","3"
"4.0.10.0","032217","23:50:27","480","racism_scale","1","likert_scale","2","Over the past few years the government and news media have shown more respect to blacks than they deserve.","2"
"4.0.10.0","032217","23:50:27","480","racism_scale","1","likert_scale","3","It is easy to understand the anger of black people in my country.","3"
"4.0.10.0","032217","23:50:27","480","racism_scale","1","likert_scale","4","Discrimination against black people is no longer a problem in my country.","3"
"4.0.10.0","032217","23:50:27","480","racism_scale","1","likert_scale","5","Over the past few years blacks have gotten more economically than they deserve.","1"
"4.0.10.0","032217","23:50:27","480","racism_scale","1","likert_scale","6","Black people are getting too demanding in their push for equal rights.","2"
"4.0.10.0","032217","23:50:27","480","racism_scale","1","likert_scale","7","I am against racial preferences in hiring and education.","5"
"4.0.10.0","032217","23:46:09","478","racism_scale","1","likert_scale","1","Over the past few years blacks have gotten more economically than they deserve.","2"
"4.0.10.0","032217","23:46:09","478","racism_scale","1","likert_scale","2","Black people are getting too demanding in their push for equal rights.","3"
"4.0.10.0","032217","23:46:09","478","racism_scale","1","likert_scale","3","It is easy to understand the anger of black people in my country.","3"
"4.0.10.0","032217","23:46:09","478","racism_scale","1","likert_scale","4","Black people should not push themselves where they’re not wanted.","2"
"4.0.10.0","032217","23:46:09","478","racism_scale","1","likert_scale","5","Discrimination against black people is no longer a problem in my country.","2"
"4.0.10.0","032217","23:46:09","478","racism_scale","1","likert_scale","6","I am against racial preferences in hiring and education.","4"
"4.0.10.0","032217","23:46:09","478","racism_scale","1","likert_scale","7","Over the past few years the government and news media have shown more respect to blacks than they deserve.","2"
"4.0.10.0","032217","18:41:29","475","racism_scale","1","likert_scale","1","Black people should not push themselves where they’re not wanted.","5"
"4.0.10.0","032217","18:41:29","475","racism_scale","1","likert_scale","2","I am against racial preferences in hiring and education.","5"
"4.0.10.0","032217","18:41:29","475","racism_scale","1","likert_scale","3","Over the past few years the government and news media have shown more respect to blacks than they deserve.","5"
"4.0.10.0","032217","18:41:29","475","racism_scale","1","likert_scale","4","Discrimination against black people is no longer a problem in my country.","1"
"4.0.10.0","032217","18:41:29","475","racism_scale","1","likert_scale","5","Black people are getting too demanding in their push for equal rights.","1"
"4.0.10.0","032217","18:41:29","475","racism_scale","1","likert_scale","6","It is easy to understand the anger of black people in my country.","5"
"4.0.10.0","032217","18:41:29","475","racism_scale","1","likert_scale","7","Over the past few years blacks have gotten more economically than they deserve.","1"
"4.0.10.0","032217","23:33:46","472","racism_scale","1","likert_scale","1","Black people are getting too demanding in their push for equal rights.","1"
"4.0.10.0","032217","23:33:46","472","racism_scale","1","likert_scale","2","Black people should not push themselves where they’re not wanted.","1"
"4.0.10.0","032217","23:33:46","472","racism_scale","1","likert_scale","3","I am against racial preferences in hiring and education.","5"
"4.0.10.0","032217","23:33:46","472","racism_scale","1","likert_scale","4","Over the past few years blacks have gotten more economically than they deserve.","2"
"4.0.10.0","032217","23:33:46","472","racism_scale","1","likert_scale","5","It is easy to understand the anger of black people in my country.","1"
"4.0.10.0","032217","23:33:46","472","racism_scale","1","likert_scale","6","Over the past few years the government and news media have shown more respect to blacks than they deserve.","3"
"4.0.10.0","032217","23:33:46","472","racism_scale","1","likert_scale","7","Discrimination against black people is no longer a problem in my country.","1"
"4.0.10.0","032217","19:23:26","471","racism_scale","1","likert_scale","1","Over the past few years blacks have gotten more economically than they deserve.","2"
"4.0.10.0","032217","19:23:26","471","racism_scale","1","likert_scale","2","It is easy to understand the anger of black people in my country.","4"
"4.0.10.0","032217","19:23:26","471","racism_scale","1","likert_scale","3","Over the past few years the government and news media have shown more respect to blacks than they deserve.","2"
"4.0.10.0","032217","19:23:26","471","racism_scale","1","likert_scale","4","Black people are getting too demanding in their push for equal rights.","2"
"4.0.10.0","032217","19:23:26","471","racism_scale","1","likert_scale","5","Discrimination against black people is no longer a problem in my country.","2"
"4.0.10.0","032217","19:23:26","471","racism_scale","1","likert_scale","6","Black people should not push themselves where they’re not wanted.","2"
"4.0.10.0","032217","19:23:26","471","racism_scale","1","likert_scale","7","I am against racial preferences in hiring and education.","4"
"4.0.10.0","032217","17:21:04","463","racism_scale","1","likert_scale","1","Over the past few years the government and news media have shown more respect to blacks than they deserve.","2"
"4.0.10.0","032217","17:21:04","463","racism_scale","1","likert_scale","2","Discrimination against black people is no longer a problem in my country.","2"
"4.0.10.0","032217","17:21:04","463","racism_scale","1","likert_scale","3","Black people should not push themselves where they’re not wanted.","2"
"4.0.10.0","032217","17:21:04","463","racism_scale","1","likert_scale","4","I am against racial preferences in hiring and education.","4"
"4.0.10.0","032217","17:21:04","463","racism_scale","1","likert_scale","5","Black people are getting too demanding in their push for equal rights.","1"
"4.0.10.0","032217","17:21:04","463","racism_scale","1","likert_scale","6","It is easy to understand the anger of black people in my country.","4"
"4.0.10.0","032217","17:21:04","463","racism_scale","1","likert_scale","7","Over the past few years blacks have gotten more economically than they deserve.","1"
"4.0.10.0","032217","16:22:35","465","racism_scale","1","likert_scale","1","Black people should not push themselves where they’re not wanted.","2"
"4.0.10.0","032217","16:22:35","465","racism_scale","1","likert_scale","2","It is easy to understand the anger of black people in my country.","3"
"4.0.10.0","032217","16:22:35","465","racism_scale","1","likert_scale","3","Black people are getting too demanding in their push for equal rights.","2"
"4.0.10.0","032217","16:22:35","465","racism_scale","1","likert_scale","4","Over the past few years blacks have gotten more economically than they deserve.","1"
"4.0.10.0","032217","16:22:35","465","racism_scale","1","likert_scale","5","I am against racial preferences in hiring and education.","5"
"4.0.10.0","032217","16:22:35","465","racism_scale","1","likert_scale","6","Discrimination against black people is no longer a problem in my country.","3"
"4.0.10.0","032217","16:22:35","465","racism_scale","1","likert_scale","7","Over the past few years the government and news media have shown more respect to blacks than they deserve.","2"
"4.0.10.0","032217","19:22:09","459","racism_scale","1","likert_scale","1","Black people are getting too demanding in their push for equal rights.","4"
"4.0.10.0","032217","19:22:09","459","racism_scale","1","likert_scale","2","It is easy to understand the anger of black people in my country.","4"
"4.0.10.0","032217","19:22:09","459","racism_scale","1","likert_scale","3","Discrimination against black people is no longer a problem in my country.","1"
"4.0.10.0","032217","19:22:09","459","racism_scale","1","likert_scale","4","Over the past few years the government and news media have shown more respect to blacks than they deserve.","3"
"4.0.10.0","032217","19:22:09","459","racism_scale","1","likert_scale","5","I am against racial preferences in hiring and education.","4"
"4.0.10.0","032217","19:22:09","459","racism_scale","1","likert_scale","6","Black people should not push themselves where they’re not wanted.","4"
"4.0.10.0","032217","19:22:09","459","racism_scale","1","likert_scale","7","Over the past few years blacks have gotten more economically than they deserve.","2"
"4.0.10.0","032217","18:22:38","470","racism_scale","1","likert_scale","1","Over the past few years blacks have gotten more economically than they deserve.","2"
"4.0.10.0","032217","18:22:38","470","racism_scale","1","likert_scale","2","It is easy to understand the anger of black people in my country.","4"
"4.0.10.0","032217","18:22:38","470","racism_scale","1","likert_scale","3","Black people should not push themselves where they’re not wanted.","2"
"4.0.10.0","032217","18:22:38","470","racism_scale","1","likert_scale","4","Over the past few years the government and news media have shown more respect to blacks than they deserve.","1"
"4.0.10.0","032217","18:22:38","470","racism_scale","1","likert_scale","5","Discrimination against black people is no longer a problem in my country.","1"
